id,volume,year,fake,editor
65a4b642-f42c-430f-9ccb-00fe16741e12-35 1,35 1,1981,0,1805241
0b4751e8-b828-449f-abdd-deb042c728ef-84 43-44,84 43-44,1949,0,3728348
f7dd0d03-7655-4543-951c-a98ab2fcb74b-nan,,2021,0,1387461008
a24fd2ce-fdea-44d3-90df-a2206e16dcab-53,53,2008,0,82707964
821a3bcf-ff02-4bd6-bddd-3d7290eb80ed-47,47,2008,0,50544404
97b374e3-6f09-4e9d-8468-ef344ba51ea1-66 2,66 2,1980,0,2144260739
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad-171 3971,171 3971,1971,0,144871325
52f29427-61a3-4d78-9e4f-e5cc54e085b6-20,20,1998,0,152166143
fbf5ebdc-9da2-4919-88ed-107755c6f677-6,6,2014,0,153366236
324c87d0-1d52-4a84-8e71-3acf0d15587a-50,50,2013,0,5919344
02605ee0-36de-43af-82fd-5d4653ff6b7e-nan,,2019,0,50125769
b127dfd2-8094-49c9-8d55-fa9755d878c2-48,48,2013,0,23195350
2f653012-899b-4db2-8945-60f9304c779e-nan,,2019,0,575638349
dadeb858-a3ad-4fc0-877e-b7b206d1b0d1-58,58,2021,0,591354238
fadfd72e-16e7-4c64-9cdd-9bd30c49239e-nan,,2019,0,857955765
e9578a7c-746c-44f1-93ad-50f99b695aaf-6,6,2013,0,88668231
96ed79e9-36b2-4f58-8ef2-67296adef647-1,1,2021,0,160753581
0aed7a40-85f3-4c66-9e1b-c1556c57001b-15,15,2020,0,3881287
8e374fd7-664a-498f-9dc8-f0e1a9f358dd-108 3,108 3,2017,0,680126512
4a069f30-c266-44c0-be33-f1e1433b7d15-30,30,2014,0,2054963183
f5982c19-deca-42dc-adf6-788a5919e1e4-43,43,2021,0,51139589
44f833f0-5cb4-4b2d-a251-bdb39ee536a4-78,78,2021,0,2107540096
995a88a2-5865-4381-9cd2-c018c783323d-nan,,2021,0,6182506
a901a976-60b4-4654-9618-9c8344491f1c-20 5,20 5,2022,0,116265528
b45279ec-9088-4d27-9697-4a9e81ab556a-21,21,2019,0,5354119
4cf96718-6c79-4782-a4ef-a8288b2022c3-nan,,2019,0,4075373
991ac027-22eb-471b-b604-18413ae682a6-51,51,2018,0,79516093
992e3995-f295-4778-a913-3fe2f227da3f-89,89,2005,0,2110141654
edb009e0-8764-47dc-ae3d-4fda473d3c32-15 1,15 1,1966,0,144257918
12fff95b-d469-49a0-84a5-4fd4696c3f28-192,192,2020,0,1774210
9b4a9fc0-359f-4001-81bb-a1450dff3c6e-nan,,2021,0,5243948
99d15fdc-85e9-4627-969e-c8865824b683-nan,,2021,0,9451468
caa15e82-50ae-40e3-963d-06734647f46a-89,89,2004,0,12295448
3c011c13-ca76-48a8-846d-72a14f8a326f-32,32,2018,0,7353537
02af1b8c-6768-4f42-afd4-0eee77887a50-99,99,2014,0,861988843
7e6d0154-f117-4438-8ec6-ea14ba122636-48 3,48 3,1974,0,35131594
98ba351e-edaa-4625-97de-de4d134f4c3e-nan,,2012,0,153338022
2cdc0127-f574-4970-a7f8-cd87a6975181-100,100,2005,0,948263660
a714ad7c-92bf-4c88-ba04-b0086fb72e7a-108 42,108 42,2012,0,51302372
9dd8bbe4-261f-451b-a270-c574526327b1-2 2,2 2,1985,0,7412688
42226ffd-4597-4ea8-8cd6-b68bc7728cd0-212,212,2022,0,2058936182
cb66f0d0-958c-4f1c-9758-86d4bfe89708-nan,,2019,0,6445056
92860f3d-6cd0-4e2e-afe6-ae87c5e9b94f-62,62,1998,0,14104787
fcf68436-815b-41ff-9912-c435ac687663-29,29,2022,0,153304336
a5913268-3957-484f-b41f-347b0ba23338-nan,,2019,0,48021297
ea61f7ab-8d9a-4ae7-ba59-3f50000c9d9c-30,30,2020,0,145040969
93162fed-6f4e-43ac-b14e-53eff6349bb4-nan,,2021,0,5808599
9a2ff64e-18ef-48ff-a310-41910ff8ad78-nan,,2022,0,5142999
a162e192-cd09-45e5-8467-2c2f31bebae1-nan,,2022,0,8783259
e3d75b3e-38ce-427e-a3f3-584d588c6a7a-nan,,2021,0,767519227
b481bac1-d516-41b4-b947-5d7fc2569b35-nan,,2021,0,20109977
791be2d4-5c56-4b33-82a0-e4b4e1c3c03a-64,64,2020,0,113065080
84f04a9d-f8ad-437d-ab46-cb846d9ce1c1-62,62,2020,0,6445056
cf1b9554-455e-4565-a1ae-aa7d9a10b8ab-nan,,2019,0,3461493
59e71779-6ef3-462a-a8bf-6f9a1b7ed54a-19,19,2018,0,95741151
ad2ae6f7-53e8-442e-900a-bd9ab7ff3865-80,80,2016,0,2199240495
f0ed97d4-5d9b-4cb1-892a-ae0f91b368bc-17,17,2017,0,34570183
910f05b9-f423-44fc-9fc1-c6b3d2481fe0-9,9,2016,0,48229957
eae0d6b9-74db-4d4b-877e-7f0aebe2867d-8 6,8 6,2020,0,2111049587
25a71dc7-cafb-40da-a773-86dec5d4d682-36 10,36 10,2020,0,47581413
36020338-a0e3-4eba-aa2f-78a1815fd1a6-13,13,2018,0,3550720
d2b6f83d-a912-40d2-af6d-03ad01c81c5e-82 8,82 8,2018,0,32678490
4502a19c-ac5e-45a7-9302-2f7b3bcdc0b7-114,114,2022,0,38063259
7fe84005-586f-4604-98ee-fa60fe8ae618-12,12,2023,0,38796005
8506a01a-40b8-4e6f-bbb8-ce2492139c15-24,24,2023,0,144677342
4c767dd1-3ca6-47ad-8c31-4e4d3fd5a8fd-22,22,2022,0,5224914
8506a01a-40b8-4e6f-bbb8-ce2492139c15-23,23,2022,0,7381761
b609baae-9a66-4db1-af81-5b70e926c829-nan,,2022,0,1782411
4421de24-b6c7-4d82-b06c-d49c9bed6db5-nan,,2022,0,40860108
20f49295-6ad9-4d39-ac66-a41cd69f0e19-9,9,2022,0,179624321
bfadef3c-766f-411b-9dac-69780835ba24-44 8,44 8,2022,0,516762220
721ed878-9136-408b-b2a3-dce27b9fa39e-12,12,2022,0,504219798
91b19bbf-b6f0-46c2-bbec-6bcfb5463d4d-27,27,2022,0,5990570
18977992-f8e8-4922-8c81-8230172787bb-49 2,49 2,2022,0,415238978
611f3016-e211-4bf2-adfc-3b8b183314b5-152,152,2022,0,153865959
ac4f158a-5b5a-4726-a7f2-f96593daf66e-nan,,2021,0,698990801
3096eb5c-d18c-4877-94cd-28edd3a9c357-18,18,2021,0,144791107
9e4222ac-5a6b-41b6-a08f-5ba74c5c12a8-263,263,2021,0,32448787
6fd9f442-a5e5-4ae4-ba0c-f8c608a30a50-nan,,2021,0,50105910
7a81d01c-ee3f-4f27-b696-01f35da67f22-1125,1125,2020,0,47946899
ed779cb8-b256-4933-85c7-2ca9868bb58b-nan,,2023,0,4936381
ed779cb8-b256-4933-85c7-2ca9868bb58b-308,308,2022,0,46957052
6254b414-4c13-4cfe-aee0-2b48bcdc51e9-nan,,2021,0,49559787
558a3215-8ffd-4b31-be7f-f653ca3b600d-9,9,2021,0,7713875
78126a6f-e060-4c16-a5f7-b9b049174996-76,76,2021,0,49639287
2546e5d5-fbeb-4173-aeb0-97ed573a1285-nan,,2021,0,120658032
3efe0b58-b06e-42c1-8a30-01b13201c739-36,36,2021,0,46932354
8775599f-4f9a-45f0-900e-7f4de68e6843-nan,,2021,0,1398552045
326674e5-1f35-49c1-98db-2fc2da49b26d-nan,,2019,0,942150550
2c60bff9-794b-484c-83ab-9212eff9fc5a-12,12,2022,0,879435702
838ff4ce-eb2c-46a1-b514-e3f420897469-337,337,2020,0,4734460
77e3fc20-2a7a-41df-a06d-4d80d9223e04-103,103,2018,0,846528407
d9fc0109-f144-4b6b-b9d1-9ba45f0e1566-14 8,14 8,2014,0,636741681
b440a04a-022d-4b81-9ed7-2fc8cb1f70a1-65,65,2017,0,2054946750
5c1b6b09-1246-465e-b292-b96a4e4c179c-86,86,2023,0,308290630
1dfaa555-69de-4420-8883-a43b394191ef-10,10,2022,0,40638151
6a38ab1d-f5b7-4a0e-855f-0350f3eefd11-254 Pt B,254 Pt B,2019,0,143870168
c1e3e9e7-16cd-4a0c-90e0-fd54b22deb01-145,145,2019,0,2108384213
4c8a81b0-9ddf-4e32-adfe-00fdbc9f9fcc-238,238,2019,0,2054473409
fb13e2e1-5b0b-42e1-bd2d-a962be02827d-41,41,2018,0,91484465
4c8a81b0-9ddf-4e32-adfe-00fdbc9f9fcc-171,171,2017,0,144970996
bb036d47-4923-4bce-a638-b26b01a31bc1-167 3,167 3,2015,0,2122871101
84f04a9d-f8ad-437d-ab46-cb846d9ce1c1-56,56,2014,0,192302221
cf1b9554-455e-4565-a1ae-aa7d9a10b8ab-48 7,48 7,2013,0,778164463
7a4a2cd2-0615-44b1-83c3-d07ad89415b4-4 1,4 1,2010,0,1857874863
995f308d-b277-4d5d-8d5a-3bc30438c620-85 3,85 3,1988,0,37772823
67ec2d57-96f9-4eb6-b7a2-b1766aee610a-19,19,2002,0,50057097
ae7a3201-e479-4666-8a93-3d35d6bf7cd1-11 8,11 8,1972,0,2147457516
d1d486ec-2c87-4721-8bca-f399625d18e5-124 1,124 1,1968,0,10739654
2af06e1c-c45a-43d7-92d3-adfce7014142-nan,,2021,0,5243948
db54ab8b-cf08-4de6-b69a-0fae0f4ab997-99,99,2019,0,36751834
db54ab8b-cf08-4de6-b69a-0fae0f4ab997-nan,,2019,0,469546684
e9143cef-f388-4a2d-a45b-ff3122269f76-94 1,94 1,1987,0,144482154
2d2c0349-4b4f-4695-9099-d19f36f4f312-66,66,1999,0,1503600459
3918032f-b799-423e-be9e-8d7a8da9bb5e-26,26,1991,0,144455341
72390b02-108e-40d6-a989-7293b779f864-24 4,24 4,1987,0,401848725
d4a5fe3b-9c8d-4b96-a023-0fe8d2a3156b-27 6,27 6,1984,0,585252911
3bf37726-f531-4b3c-99a6-b1e22ac2d23a-11 6,11 6,1980,0,152404534
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad-205 4411,205 4411,1979,0,87330323
a8009bad-664b-465f-9fc2-8656bc637bc4-121 A,121 A,1979,0,34810801
c36994f0-6b03-4e86-9f48-6f6d2b1cc516-35,35,2016,0,2069266253
d5594aad-095f-4587-802a-b011732c7100-53,53,2008,0,379010500
37f1b09a-a6af-4878-9836-fef05322a84a-4,4,2022,0,521068948
3f7605a7-7e53-4ff7-8895-42f09a5f4355-13,13,2022,0,5837331
f99f77b7-b1b6-44d3-984a-f288e9884b9b-11,11,2021,0,1401705580
8dcbaea5-3cdb-48b3-9f93-45c12ca1bb91-22,22,2020,0,2205810468
d5e5b5e7-54b1-4f53-82fc-4853f3e71c58-,,2020,0,2060326839
3416dd37-f45d-40ed-b04e-875fcff8fa2f-12,12,2020,0,50260440
52edfc09-8d65-4876-8560-84530d7259b9-38,38,2018,0,832344088
31b2ea45-decb-4c4d-8e3e-683974781c91-14,14,2022,0,2073784912
e7e098c6-0b35-437b-b685-08c74931e19a-38,38,2022,0,34691454
abe07b93-ae8c-4a4b-9b4f-6971f0b656c4-nan,,2021,0,5365315
29c86519-a0ec-42da-8e00-c99b331ab98d-nan,,2019,0,15854108
fdeb07d1-a046-4a1a-98aa-167e7f8e667a-9,9,2019,0,2191659488
477368e9-7a8e-475a-8c93-6d623797fd06-81,81,2021,0,3325567
2633f5b2-c15c-49fe-80f5-07523e770c26-8,8,2020,0,14951142
312ca99c-9149-490d-813e-c60d5e949f65-32,32,2020,0,34691454
228761ec-c40a-479b-8309-9dcbe9851bcd-6,6,2019,0,5405145
38e536b3-c893-4eab-8177-5cd8db8952e3-70,70,2018,0,13503488
48433268-b689-457a-8e57-36895fd4f04e-99,99,2017,0,12810272
ea8ee4cd-cdca-47a5-9aac-ffc71218835e-36 6,36 6,1989,0,32678490
e7b43e87-f462-44e0-b6a3-a7e66e14f754-3,3,2004,0,9328789
69023371-3234-479f-8740-93c23fb6de77-21,21,1994,0,348074320
69023371-3234-479f-8740-93c23fb6de77-19,19,1992,0,137106583
69023371-3234-479f-8740-93c23fb6de77-18,18,1991,0,1690341
2ffaf997-f719-4744-8142-983c334b1797-93 4,93 4,1988,0,2064927386
25564909-d7a4-4642-ac87-ffe9b2565807-2 1,2 1,1983,0,3944070
73064ef3-c116-4d69-b91b-90e6b26387ed-11 3,11 3,1983,0,5253226
a3da0b9b-c8ef-4c37-94d3-27c2d2dd4e90-79 4,79 4,1981,0,2072520307
73064ef3-c116-4d69-b91b-90e6b26387ed-8 1,8 1,1980,0,48888104
2ffaf997-f719-4744-8142-983c334b1797-nan,,2020,0,576283830
5b8fa84c-8f83-422e-96c7-c3fac38103ea-15,15,2015,0,34687332
e1f2b2ea-7393-4401-8e7b-d687d959a76f-73 5,73 5,2012,0,526593497
e1f2b2ea-7393-4401-8e7b-d687d959a76f-72,72,2011,0,682645761
96fa7399-a724-43de-bec7-f09a913e77da-42 12,42 12,2008,0,896568540
96fa7399-a724-43de-bec7-f09a913e77da-40 11,40 11,2006,0,5314779
137df871-0be4-4ea4-9f85-52b2b36070a3-136 12,136 12,2005,0,5538696
d9088a5a-8827-4f42-87bd-5d9573e62b70-36,36,2021,0,630199873
ffaa4409-29fb-4245-a496-c51b151f9f5f-35 5,35 5,2002,0,29264234
63e2bb2d-3e51-4550-b8b2-5ba5358cf0cd-16 4,16 4,1999,0,17357405
be767b53-ec92-42d8-9b36-cebc40671619-32,32,2022,0,123532804
84a6a8b4-8e85-48bd-b65e-a83d83f95908-14,14,2023,0,37655674
d3ae3381-de93-4bdd-8db8-116ee00bed9c-16,16,2022,0,538045287
688ed77e-05c0-41d9-a9eb-2e36e97ff5cf-15,15,2021,0,2112805779
3b438704-c051-48f5-b845-623aaf356acb-36,36,2021,0,46412281
d4525739-ab7b-46fb-8d02-be69160dfad7-42,42,2019,0,2201184337
7428aed7-e899-48c6-9af1-443b8a5bfb36-43,43,2016,0,1781867
45723ce3-7b17-4d2b-92c0-c9f30be1a6a1-88,88,2016,0,4200466
63de4636-fd45-4e28-8726-ff0570af5387-10,10,2022,0,2118759235
8159f461-58cd-4bb5-9fe3-407097ef2852-6,6,2022,0,8451292
d53bef3a-0ad1-45eb-8197-017297145573-28,28,2021,0,2112488429
28d1c5f7-9393-49a1-9df8-738e3f3811e7-nan,,2021,0,746994111
0b8373ea-5505-4c96-99ff-b8da87a2ce3e-13,13,2020,0,48057454
9856035c-170d-4e13-81d2-6f84cb5aa166-nan,,2019,0,1398298991
2e8eb881-9847-4de2-82f3-8aaf7a622e13-104,104,2019,0,5393432
9f4695f9-3d15-4a02-9a4a-8c1597f5ec1d-107,107,2019,0,49573174
9856035c-170d-4e13-81d2-6f84cb5aa166-6 38,6 38,2018,0,2837177
098d941f-120e-4f86-8969-40004d31e9ec-6 6,6 6,2018,0,4575411
d4fc9f5f-8c7c-476a-b194-828f86b86491-10 1,10 1,2018,0,2047005708
b07fa1da-5ee6-4b4c-b227-9af39d1dcef0-19,19,2011,0,944724051
2bbc1e45-4074-471d-b003-2c8f5a99cdb0-70,70,2022,0,11335582
4552f571-dd46-4bc5-a290-4faa81df1be0-36,36,2022,0,962922033
f65026bb-121b-4121-bec7-8394af26da77-nan,,2020,0,7313440
bb27e645-e57c-42c3-bcbc-c7b443c58209-52,52,2020,0,3086377
1c60c14e-1b6e-4198-a3de-545707da4d81-nan,,2022,0,145736169
7d3c0955-3934-43f4-b953-1347b258f612-17,17,2022,0,2070250293
6499d076-6328-4c2c-8f87-d75c624eb530-30 5,30 5,2022,0,12828429
e6216b43-2428-4aaf-8101-b40e1dfd2810-12,12,2022,0,4106118
4b1fd7f5-3b44-452b-b185-dcd785a81edf-183,183,2020,0,7557666
4b1fd7f5-3b44-452b-b185-dcd785a81edf-nan,,2019,0,5538696
6c240c46-2fe1-403f-9a29-5b5e99579d03-nan,,2022,0,3462536
ebdc1fa7-c0b8-4019-9767-015d6a824ba6-15,15,2022,0,439321362
5b97da83-0106-4e9f-aef2-4c3006afbb2c-9,9,2021,0,113989321
e225ec90-4e80-4fbc-87c5-3a212a0214b1-66,66,2021,0,35440105
576b59f1-6a2f-4286-a086-6ea6a944675a-nan,,2023,0,145764442
aa3da1b8-67ea-4019-b2ec-97ae9e59a63b-29,29,2022,0,2145183864
ed5af7a7-0708-4dca-8930-368203e65b06-44,44,2022,0,49828678
c0052eef-c840-402a-9388-641c3a456c1b-20,20,2021,0,5888854
1bb9d4f1-b232-499d-b2d2-dd17b5f2cc88-15,15,2021,0,146117872
e57f7e14-2158-47fb-8409-d4f185d70242-27,27,2021,0,33568237
9888b440-2c06-477b-9a8a-d051b0287fbc-30,30,2021,0,10491592
2baad992-2268-4c38-9120-e453622f2eeb-23,23,2021,0,2086748196
b7cbc3c9-e2a6-4323-8864-609fb18c543b-61,61,2021,0,1397297334
441c5671-cab6-440e-8f38-86ebd1b65b7f-nan,,2021,0,50201712
07931092-9002-4e9f-a62d-00af30be540f-11,11,2020,0,1421157409
92e5a24d-eeb8-42a4-a290-a40667894cf5-62,62,2020,0,40386212
e9a44b89-3d84-4bff-8c78-c53cd2ad7cf8-12,12,2023,0,26913424
6d1fca76-6ee3-49a2-97d5-ff9ef2567ce5-nan,,2022,0,1706942
9a272984-d484-429f-b0b2-1597b1fc107e-113 Pt B,113 Pt B,2022,0,1403577488
3096eb5c-d18c-4877-94cd-28edd3a9c357-19,19,2022,0,119656208
145b9a93-ba02-4691-b7ef-b5fdc4aaa8a3-37,37,2022,0,2129988
33f68909-043d-420c-b41b-00f6ee97db43-232,232,2022,0,3715325
33f68909-043d-420c-b41b-00f6ee97db43-230,230,2022,0,48121260
b5aaa937-18c7-4a65-84a1-52713f6080fe-28,28,2022,0,30824217
a172add9-e6ed-426e-9509-2e84da395a2a-nan,,2020,0,15221399
19f5f87c-9a59-4397-9acb-88036fb67d36-134,134,2019,0,145079927
ea85ba07-ca09-47d5-8626-f0df6ab56312-71,71,2017,0,2504848
08ee3346-e195-4333-b008-be3a4f9e23cd-1864 5,1864 5,2016,0,481601285
0aed7a40-85f3-4c66-9e1b-c1556c57001b-10,10,2015,0,144257662
2c469df0-fa01-4dee-8f25-0d87a6fc4ef1-15,15,2015,0,47473830
cf6cc347-aedd-4780-b284-476e6d71a284-6 3,6 3,2014,0,5869498
0aed7a40-85f3-4c66-9e1b-c1556c57001b-8,8,2013,0,2115495868
c7bbca07-9604-48a6-85d8-512fa663722e-10 2,10 2,2011,0,14757979
15ab6d75-0b73-455b-9f61-16f62a8fb66d-23,23,2010,0,121989004
77ea5ab3-9839-4d77-bc43-30bcb5c4ab30-1,1,1960,0,1744466
e95c8d18-09be-464f-a3cf-5b2637f0eff6-16,16,2020,0,152579226
e1b18316-e0d4-4006-aa13-129890a757fc-28,28,2020,0,49507099
5012d97c-98b7-4f53-90cf-1b8eb8c04295-65,65,2020,0,82103680
f417b974-1993-4b8d-b05b-6457e1ab02c7-54,54,2020,0,883517084
d741ad2b-c57e-4b4a-a8b7-1aaeb70d96b4-13,13,2019,0,131010331
4f9c2bb7-ec38-45aa-b0b3-8bd7680ccc1f-51,51,2023,0,152370197
be0ad9ff-aa43-4af1-b3b5-4a41c9f81cb0-22,22,2022,0,3605861
10a4a695-8417-42c7-983d-742df48b3905-187,187,2022,0,495103093
d453966d-1b91-4e33-b75e-bb4ead55f2a4-31,31,2020,0,145826681
47464297-4c88-44d5-9112-53a865e99be5-60 17,60 17,2021,0,6563385
8e1bd4b5-d5b2-4e22-ba0a-01fe5568d472-7828,7828,2010,0,4813463
60538382-994e-41df-b512-6ff16fedd7cc-13,13,2021,0,153865959
bc946b89-5188-4a8f-b9b6-61b71dd9fccc-170,170,2020,0,2690599
3c77be64-fcd3-444d-a98d-f563ab841a7e-14,14,2022,0,4695469
7fe84005-586f-4604-98ee-fa60fe8ae618-10,10,2020,0,144072101
e28a224b-8ddb-49a6-82d2-17f23c68b30c-12,12,2021,0,368724089
39058e09-c13a-4545-a8a3-a75581460bc2-11,11,2021,0,11829624
938045a1-b90a-46d7-a099-5aa234412fdb-29,29,2020,0,49184152
baca7f5a-2d4f-4158-b527-ab08fb52845f-33,33,2020,0,50468836
1c94bb2e-f9df-43a1-b99b-5590cca7d15f-202,202,2020,0,2189698
f76d44a2-ee35-4b08-9d66-95c373a13a5e-381 2,381 2,2008,0,78287265
e8ca7ac1-3bc1-4292-8d39-69c321ae0e74-20,20,2006,0,46663785
0822abe9-1a76-4fa0-be43-9c25f0418f8e-23,23,2004,0,11427558
e8ca7ac1-3bc1-4292-8d39-69c321ae0e74-15,15,2001,0,39949177
3c8f4cec-a435-421a-b301-785e136e65e5-182 1,182 1,2000,0,540214109
9b07daf4-3c7e-4798-847b-5005416bc8d5-18 13,18 13,2000,0,2146942004
1a5c69a0-eb2a-4c17-aade-ef464d085987-59,59,1999,0,144742252
8a4c6407-d5df-4cba-98fa-53d475ad8faa-14 12,14 12,1998,0,120440840
47464297-4c88-44d5-9112-53a865e99be5-31 2,31 2,1992,0,37474083
84c9bfd4-aaed-4997-a24b-d4546c66f907-29,29,2018,0,52026272
c7227e89-93c0-4fff-9f44-ddd62529fc3f-11,11,2021,0,6696490
b9238bf6-01ff-4eea-bca7-73a533e08a8c-42 4,42 4,1992,0,1399012697
043f505b-68a5-43c2-bed4-09a34982173e-48 2,48 2,1992,0,145109381
043f505b-68a5-43c2-bed4-09a34982173e-47 4,47 4,1991,0,596956896
d30776c0-e524-4f14-a524-871d0586862c-12,12,2020,0,2143784874
b1739e5f-9d57-4bb9-b1da-82487b2fa362-111,111,2005,0,487671007
044718f7-28e8-4855-964c-63e15e19aaf4-9,9,2017,0,5693992
fa1f0815-0811-4291-b4fc-8230a6c9bf5b-1363,1363,2016,0,639174163
1ec2aefc-fc1e-40a8-94f5-6df6dc894032-64,64,2012,0,539194822
3b438704-c051-48f5-b845-623aaf356acb-26,26,2011,0,49324561
f9124e67-fd8b-4245-b0b9-af8c522de958-49,49,2010,0,31769763
011a90c7-7490-45ee-ae3e-63c72d01a408-36 3,36 3,2009,0,27016132
84ca1336-700b-4f67-8aa2-e03194cb4670-111,111,2001,0,705536153
84ca1336-700b-4f67-8aa2-e03194cb4670-110,110,2000,0,77284899
3eb857d1-b5ec-472a-8cc5-29549bda0efc-48,48,2020,0,458400485
eb250ef4-53d0-4d3b-96a4-06717843429d-nan,,2019,0,721408813
f01cecb2-2e15-44d4-97ce-2575886e7d01-18 44,18 44,2012,0,89245077
3f93c423-8b91-4f5b-bd95-d36515c1c553-53,53,2009,0,2152504700
eacf3df5-edb0-41b1-b1f2-b3369bd272c2-52,52,2007,0,143602026
cbb0c69d-3289-4e83-8be2-dbdb5bff45de-4,4,2006,0,831430792
3f93c423-8b91-4f5b-bd95-d36515c1c553-49,49,2005,0,391953284
3f93c423-8b91-4f5b-bd95-d36515c1c553-48,48,2004,0,3514982
56753896-ea87-41d6-a80a-b4ddc8372318-,,2002,0,4370414
95df9a49-778f-4ec4-ba72-2a6cee13b02a-93,93,2001,0,759913560
3f93c423-8b91-4f5b-bd95-d36515c1c553-45,45,2001,0,84053192
3f93c423-8b91-4f5b-bd95-d36515c1c553-43,43,1999,0,4810281
da292105-15e3-4866-8284-3e6373069daf-49,49,2019,0,3427939
3227dfc6-3c54-47e6-a0fc-39be9c511d98-46,46,2012,0,2087257077
db50471b-6255-422d-9b0e-4289b07fd158-42,42,2022,0,32678490
abc0c598-b988-4841-a8c5-65bfa6f3df77-10,10,2022,0,144392961
99d8e4e8-b392-4192-8a02-1dabd1a359d6-45,45,2022,0,153822261
3bc0e661-dc2a-454a-9ff5-6515430ce9ff-8,8,2022,0,1478444208
8bbffbf0-5dfc-4485-b4b1-d177fd330b21-2021,2021,2021,0,4505052
51278f27-cfdd-4938-81e4-9d54ca7b3cd0-10,10,2021,0,3326675
724a39cf-ef0f-49be-9322-ec7e423d03e6-43,43,2021,0,1937101
099a2ecc-54f9-42d3-9ea0-0189027aa04f-296,296,2021,0,146655666
6a126a8f-6ca0-467b-bc06-b8a5f36dae29-5,5,2020,0,31984327
cdf4bb1c-e624-482e-8289-da2009c4c31a-236,236,2020,0,11389934
9e867a6d-79c2-4cef-b939-738283fc3e3a-22,22,2020,0,1860603
15a12adf-61c6-4c5f-9edc-675b2ee2f6e2-8,8,2020,0,3280068
219d1d7d-8f62-491d-86d9-1430b9d19c35-12 12,12 12,2020,0,2059585586
51278f27-cfdd-4938-81e4-9d54ca7b3cd0-8,8,2019,0,145088135
b57dc872-5fe7-4ced-aa7d-c25e6425a7de-89,89,2019,0,4853679
e57388b1-2c6e-46ed-b693-50e2334732d3-17,17,2019,0,115084385
